airport_code,Code,airport_name,city,Country,State,full,co_ordinates,latitude,longitude
11865,11865, Gillette Campbell County,Gillette,United States,Wyoming," Gillette Campbell County Airport, Gillette, Wyoming, United States","Gillette-Campbell County Airport, Airport Road, Campbell County, Wyoming, USA",44.3467405,-105.537881
14113,14113, Pocatello Regional,Pocatello,United States,Idaho," Pocatello Regional Airport, Pocatello, Idaho, United States","Pocatello Regional Airport, Beechcraft Avenue, Pocatello, Power County, Idaho, USA",42.9074805,-112.5928393
11525,11525, Elko Regional,Elko,United States,Nevada," Elko Regional Airport, Elko, Nevada, United States","Elko Regional Airport, West Idaho Street, Elko, Elko County, Nevada, 89801, USA",40.82550195,-115.7880111
12156,12156, Helena Regional,Helena,United States,Montana," Helena Regional Airport, Helena, Montana, United States","Helena Regional Airport, Airport Road, Helena, Lewis and Clark County, Montana, 59620, USA",46.6063969,-111.9827445
15897,15897, Yellowstone,West Yellowstone,United States,Montana," Yellowstone Airport, West Yellowstone, Montana, United States","Yellowstone Airport, Concourse Loop, West Yellowstone, Gallatin County, Montana, 59758, USA",44.6889409,-111.1168839
12389,12389, Sloulin Field International,Williston,United States,North Dakota," Sloulin Field International Airport, Williston, North Dakota, United States","Sloulin Field International Airport, 42nd Street West, Williston, Williams County, North Dakota, 58802, USA",48.17798455,-103.6404722
13029,13029, Lincoln Airport,Lincoln,United States,Nebraska," Lincoln Airport Airport, Lincoln, Nebraska, United States","Country Inn & Suites By Carlson, Lincoln Airport, 5353, North 27th Street, Lincoln, Lancaster County, Nebraska, 68521, USA",40.8648617,-96.6827613
12519,12519, Jamestown Regional,Jamestown,United States,North Dakota," Jamestown Regional Airport, Jamestown, North Dakota, United States","Jamestown Regional Airport, 21st Avenue Northeast, Jamestown, Stutsman County, North Dakota, 58405, USA",46.9276783,-98.67813531
12888,12888, Laramie Regional,Laramie,United States,Wyoming," Laramie Regional Airport, Laramie, Wyoming, United States","Laramie Regional Airport, North General Brees Road, Laramie, Albany County, Wyoming, USA",41.3134545,-105.6728654
12255,12255, Hays Regional,Hays,United States,Kansas," Hays Regional Airport, Hays, Kansas, United States","Hays Regional Airport, 270th Avenue, Hays, Ellis County, Kansas, USA",38.8454764,-99.2730373
13433,13433, Minot International,Minot,United States,North Dakota," Minot International Airport, Minot, North Dakota, United States","Minot International Airport, 7th Street Northeast, Minot, Ward County, North Dakota, 58703, USA",48.25794645,-101.277005
14288,14288, Pueblo Memorial,Pueblo,United States,Colorado," Pueblo Memorial Airport, Pueblo, Colorado, United States","Pueblo Memorial Airport, Boeing Lane, Pueblo, Pueblo County, Colorado, USA",38.29844685,-104.503308
10469,10469, Kalamazoo/Battle Creek International,Kalamazoo,United States,Michigan," Kalamazoo/Battle Creek International Airport, Kalamazoo, Michigan, United States","Kalamazoo-Battle Creek International Airport, Mastenbrook Drive, Portage, Kalamazoo County, Michigan, 49002, USA",42.2307865,-85.55104192
14711,14711, University Park,State College,United States,Pennsylvania," University Park Airport, State College, Pennsylvania, United States","University Park Airport, Fox Hill Road, Benner Township, Centre County, Pennsylvania, 16823, USA",40.850333,-77.84864761
14952,14952, Abraham Lincoln Capital,Springfield,United States,Illinois," Abraham Lincoln Capital Airport, Springfield, Illinois, United States","Abraham Lincoln Capital Airport, Tower Drive, Sangamon County, Illinois, 62707, USA",39.84368615,-89.67956595
11203,11203, Central Wisconsin,Mosinee,United States,Wisconsin," Central Wisconsin Airport, Mosinee, Wisconsin, United States","Central Wisconsin Airport, 100, CWA Drive, Mosinee, Marathon County, Wisconsin, 54455, USA",44.7727192,-89.66716496
14633,14633, Rochester International,Rochester,United States,Minnesota," Rochester International Airport, Rochester, Minnesota, United States","Rochester International Airport, Exit, Rochester, Olmsted County, Minnesota, 55976, USA",43.90430975,-92.49544413
11823,11823, Fort Wayne International,Fort Wayne,United States,Indiana," Fort Wayne International Airport, Fort Wayne, Indiana, United States","Fort Wayne International Airport, Winters Road, Waynedale, Fort Wayne, Allen County, Indiana, 46809, USA",40.9798288,-85.1879046
14108,14108, General Downing - Peoria International,Peoria,United States,Illinois," General Downing - Peoria International Airport, Peoria, Illinois, United States","General Wayne A. Downing Peoria International Airport, Everett M Dirksen Parkway, Maxwell, Peoria County, Illinois, 61607, USA",40.66385275,-89.69072881
11337,11337, Duluth International,Duluth,United States,Minnesota," Duluth International Airport, Duluth, Minnesota, United States","Duluth International Airport, Taylor Street, Duluth, Saint Louis County, Minnesota, 55811, USA",46.84183845,-92.20329685
11471,11471, Chippewa Valley Regional,Eau Claire,United States,Wisconsin," Chippewa Valley Regional Airport, Eau Claire, Wisconsin, United States","Chippewa Valley Regional Airport, 3800, Starr Avenue, Eau Claire, Chippewa County, Wisconsin, 54703, USA",44.86902315,-91.48550108
13344,13344, Muskegon County,Muskegon,United States,Michigan," Muskegon County Airport, Muskegon, Michigan, United States","Muskegon County Airport, Sinclair Drive, Norton Shores, Muskegon County, Michigan, 49441, USA",43.1703365,-86.2370531
13076,13076, La Crosse Regional,La Crosse,United States,Wisconsin," La Crosse Regional Airport, La Crosse, Wisconsin, United States","La Crosse Regional Airport, 2850, Airport Road, La Crosse, La Crosse County, Wisconsin, 54603, USA",43.87824645,-91.25561115
10268,10268, Waterloo Regional,Waterloo,United States,Iowa," Waterloo Regional Airport, Waterloo, Iowa, United States","Waterloo Regional Airport, Livingston Lane, Waterloo, Black Hawk County, Iowa, 50703, USA",42.5577097,-92.39406158
13377,13377, Monroe Regional,Monroe,United States,Louisiana," Monroe Regional Airport, Monroe, Louisiana, United States","Monroe Regional Airport, Operations Road, Monroe, Ouachita Parish, Louisiana, 71203, USA",32.5111077,-92.0384615
11778,11778, Fort Smith Regional,Fort Smith,United States,Arkansas," Fort Smith Regional Airport, Fort Smith, Arkansas, United States","Fort Smith Regional Airport, McKennon Boulevard, Fort Smith, Sebastian County, Arkansas, 72903, USA",35.3392525,-94.35697826
13277,13277, Montgomery Regional,Montgomery,United States,Alabama," Montgomery Regional Airport, Montgomery, Alabama, United States","Montgomery Regional Airport (Dannelly Field), Richardson Road, Montgomery, Montgomery County, Alabama, 36043, USA",32.2967059,-86.39038525
10146,10146, Southwest Georgia Regional,Albany,United States,Georgia," Southwest Georgia Regional Airport, Albany, Georgia, United States","Southwest Georgia Regional Airport, Tower Lane, Colonial Place, Albany, Dougherty County, Georgia, 31701, USA",31.5339678,-84.19254493
11308,11308, Dothan Regional,Dothan,United States,Alabama," Dothan Regional Airport, Dothan, Alabama, United States","Dothan Regional Airport, Flight Safety, Dothan, Dale County, Alabama, 36303-0943, USA",31.3207283,-85.4485457
15607,15607, Valdosta Regional,Valdosta,United States,Georgia," Valdosta Regional Airport, Valdosta, Georgia, United States","Valdosta Regional Airport, Madison Highway, Lincoln Park, Valdosta, Lowndes County, Georgia, 31601, USA",30.7825,-83.2766
11150,11150, Columbus Airport,Columbus,United States,Georgia," Columbus Airport Airport, Columbus, Georgia, United States","Columbus Metropolitan Airport, West Britt David Road, Wayne Terrace, Columbus, Muscogee County, Georgia, 31909, USA",32.51660405,-84.9420079
10141,10141, Aberdeen Regional,Aberdeen,United States,South Dakota," Aberdeen Regional Airport, Aberdeen, South Dakota, United States","Aberdeen Regional Airport, 391st Avenue, Aberdeen, Brown County, South Dakota, 57402, USA",45.446144,-98.42064903
10631,10631, Bemidji Regional,Bemidji,United States,Minnesota," Bemidji Regional Airport, Bemidji, Minnesota, United States","Bemidji Regional Airport, Moberg Drive Northwest, Bemidji, Beltrami County, Minnesota, 56601, USA",47.5101068,-94.92982435
12129,12129, Range Regional,Hibbing,United States,Minnesota," Range Regional Airport, Hibbing, Minnesota, United States","Range Regional Airport, Chisolm-Hibbing Airport, Hibbing, Saint Louis County, Minnesota, USA",47.38500865,-92.83874878
13459,13459, Sawyer International,Marquette,United States,Michigan," Sawyer International Airport, Marquette, Michigan, United States","Sawyer International Airport, Navaids Access Road, K. I. Sawyer AFB, Marquette County, Michigan, 49841, USA",46.352322,-87.3937647
11898,11898, Grand Forks International,Grand Forks,United States,North Dakota," Grand Forks International Airport, Grand Forks, North Dakota, United States","Grand Forks International, Airport Drive, Grand Forks, Grand Forks County, North Dakota, 58200, USA",47.9518219,-97.17447065
10333,10333, Alpena County Regional,Alpena,United States,Michigan," Alpena County Regional Airport, Alpena, Michigan, United States","Alpena County Regional Airport, 3rd Avenue, Alpena County, Michigan, USA",45.07879025,-83.55999676
11587,11587, Delta County,Escanaba,United States,Michigan," Delta County Airport, Escanaba, Michigan, United States","Delta County Airport, South 30th Street, Woodland Estates, Escanaba, Delta County, Michigan, 49829, USA",45.72455915,-87.08899328
10158,10158, Atlantic City International,Atlantic City,United States,New Jersey," Atlantic City International Airport, Atlantic City, New Jersey, United States","Atlantic City Airport, Airport Access, Egg Harbor Township, Atlantic County, New Jersey, 08240, USA",39.45708535,-74.57027649
14025,14025, Plattsburgh International,Plattsburgh,United States,New York," Plattsburgh International Airport, Plattsburgh, New York, United States","Plattsburgh International Airport, Lemay Drive, Plattsburgh, Clinton County, New York, 12901, USA",44.6689191,-73.47197984
12402,12402, Hilo International,Hilo,United States,Hawaii," Hilo International Airport, Hilo, Hawaii, United States","Hilo International Airport, Access Road, Waiakea Hawaiian Home Land, South Hilo, HawaiÊ»i County, Hawaii, United States of America (Island of Hawai'i territorial waters)",19.71887405,-155.0475498
14082,14082, Punta Gorda Airport,Punta Gorda,United States,Florida," Punta Gorda Airport Airport, Punta Gorda, Florida, United States","Punta Gorda Airport, 28000 A-1, Airport Road, Charlotte County, Florida, 33982, USA",26.9194137,-81.9930281
10170,10170, Kodiak Airport,Kodiak,United States,Alaska," Kodiak Airport Airport, Kodiak, Alaska, United States","Kodiak Airport, Sentinel Island Avenue, Kodiak Island, Alaska, 99619, USA",57.7497222,-152.4936111
10551,10551, Bethel Airport,Bethel,United States,Alaska," Bethel Airport Airport, Bethel, Alaska, United States","Bethel Airport, Chief Eddie Hoffman Highway, Bethel, Alaska, 99559, USA",60.7803899,-161.8401537
10754,10754, Wiley Post/Will Rogers Memorial,Barrow,United States,Alaska," Wiley Post/Will Rogers Memorial Airport, Barrow, Alaska, United States","Wiley Post-Will Rogers Memorial Airport, Ahkovak Street, Browerville, UtqiaÄ¡vik, North Slope, Alaska, USA",71.28616945,-156.7745452
13873,13873, Nome Airport,Nome,United States,Alaska," Nome Airport Airport, Nome, Alaska, United States","Nome Airport, Submarine Beach Road, Nome, Alaska, 99762, USA",64.5123545,-165.455284
13970,13970, Ralph Wien Memorial,Kotzebue,United States,Alaska," Ralph Wien Memorial Airport, Kotzebue, Alaska, United States","Ralph Wien Memorial Airport, Air Force Road, Kotzebue, Northwest Arctic, Alaska, USA",66.8836843,-162.6107466
10165,10165, Adak,Adak Island,United States,Alaska," Adak Airport, Adak Island, Alaska, United States","Adak Airport, Main Road, Upper Amulet, Adak, Unorganized Borough, Alaska, 99546, USA",51.8787391,-176.6443528
10926,10926, Merle K Mudhole Smith,Cordova,United States,Alaska," Merle K Mudhole Smith Airport, Cordova, Alaska, United States","Merle K. (Mudhole) Smith Airport, Airport Access Road, Cordova, Valdez-Cordova, Alaska, USA",60.4916501,-145.4737053
10245,10245, King Salmon Airport,King Salmon,United States,Alaska," King Salmon Airport Airport, King Salmon, Alaska, United States","King Salmon Airport, Warehouse Road, King Salmon, Bristol Bay, Alaska, USA",58.6753166,-156.649387
11336,11336, Dillingham Airport,Dillingham,United States,Alaska," Dillingham Airport Airport, Dillingham, Alaska, United States","Dillingham Airport, Martin Street, Dillingham, Alaska, 95576, USA",59.0443472,-158.5074088
15841,15841, Wrangell Airport,Wrangell,United States,Alaska," Wrangell Airport Airport, Wrangell, Alaska, United States","Wrangell Airport, Airport Road, Wrangell, Alaska, 99929, USA",56.4861846,-132.3771272
14256,14256, Petersburg James A Johnson,Petersburg,United States,Alaska," Petersburg James A Johnson Airport, Petersburg, Alaska, United States","Petersburg James A. Johnson Airport, Scow Bay Waterline Access Road, Petersburg, Petersburg Borough, Alaska, 99833, USA",56.80197975,-132.9449311
15991,15991, Yakutat Airport,Yakutat,United States,Alaska," Yakutat Airport Airport, Yakutat, Alaska, United States","Yakutat Airport, Lost River Road, Situk, Yakutat, Alaska, 99869, USA",59.50081355,-139.6440808
11997,11997, Gustavus Airport,Gustavus,United States,Alaska," Gustavus Airport Airport, Gustavus, Alaska, United States","Gustavus Airport, Gustavus Road, Gustavus, Hoonah-Angoon, Alaska, 99826, USA",58.42377065,-135.7063113
14709,14709, Deadhorse Airport,Deadhorse,United States,Alaska," Deadhorse Airport Airport, Deadhorse, Alaska, United States","Deadhorse Airport, Airport Way, Deadhorse, North Slope, Alaska, USA",70.1958433,-148.4657051
10747,10747, Brownsville South Padre Island International,Brownsville,United States,Texas," Brownsville South Padre Island International Airport, Brownsville, Texas, United States","Brownsville/South Padre Island International Airport, South Minnesota Avenue, Brownsville, Cameron County, Texas, 78521, USA",25.90661545,-97.42546731
13061,13061, Laredo International,Laredo,United States,Texas," Laredo International Airport, Laredo, Texas, United States","Laredo International Airport, East Hillside Road, Del Mar, Laredo, Webb County, Texas, 78041, USA",27.5463685,-99.46152859
11867,11867, Garden City Regional,Garden City,United States,Kansas," Garden City Regional Airport, Garden City, Kansas, United States","Garden City Regional Airport, South Air Service Road, Mansfield, Finney County, Kansas, USA",37.92967115,-100.7264319
14960,14960, Sheppard AFB/Wichita Falls Municipal,Wichita Falls,United States,Texas," Sheppard AFB/Wichita Falls Municipal Airport, Wichita Falls, Texas, United States","Sheppard Air Force Base/Wichita Falls Municipal Airport, Avenue J, Wichita Falls, Wichita County, Texas, 76311, USA",33.9903039,-98.4949199
10155,10155, Waco Regional,Waco,United States,Texas," Waco Regional Airport, Waco, Texas, United States","Waco Regional Airport, Karl May Drive, Waco, McLennan County, Texas, 76708, USA",31.6133017,-97.22638616
15411,15411, Tyler Pounds Regional,Tyler,United States,Texas," Tyler Pounds Regional Airport, Tyler, Texas, United States","Tyler Pounds Regional Airport, Skyway Boulevard, Tyler, Smith County, Texas, 75704, USA",32.35214555,-95.4026359
11980,11980, Central Nebraska Regional,Grand Island,United States,Nebraska," Central Nebraska Regional Airport, Grand Island, Nebraska, United States","Central Nebraska Regional Airport, Mirage Street, Grand Island, Hall County, Nebraska, USA",40.9686395,-98.3124796
10136,10136, Abilene Regional,Abilene,United States,Texas," Abilene Regional Airport, Abilene, Texas, United States","Abilene Regional Airport, Abilene Municipal Airport, Abilene, Taylor County, Texas, 79602, USA",32.40774375,-99.67937034
12177,12177, Lea County Regional,Hobbs,United States,New Mexico," Lea County Regional Airport, Hobbs, New Mexico, United States","Lea County Regional Airport, Hobbs Airport Road, Lea County, New Mexico, 88241, USA",32.68632,-103.2142949
11298,11298, Dallas/Fort Worth International,Dallas/Fort Worth,United States,Texas,"Dallas/Fort Worth, Texas, United States","West Freeway, Fort Worth, Tarrant County, Texas, 76171, USA",32.734785,-97.4184
14771,14771, San Francisco International,San Francisco,United States,California,"San Francisco, California, United States","SF, California, USA",37.7647993,-122.4629897
12266,12266, George Bush Intercontinental/Houston,Houston,United States,Texas,"Houston, Texas, United States","Houston, Harris County, Texas, USA",29.7589382,-95.3676974
13487,13487, Minneapolis-St Paul International,Minneapolis,United States,Minnesota,"Minneapolis, Minnesota, United States","Minneapolis, Hennepin County, Minnesota, USA",44.9772995,-93.2654692
12758,12758, Ellison Onizuka Kona International at Keahole,Kona,United States,Hawaii,"Kona, Hawaii, United States","South Kona, HawaiÊ»i County, Hawaii, United States of America (Island of Hawai'i territorial waters)",19.55687975,-155.7543017
12889,12889, McCarran International,Las Vegas,United States,Nevada,"Las Vegas, Nevada, United States","Las Vegas, Clark County, Nevada, USA",36.1662859,-115.149225
11278,11278, Ronald Reagan Washington National,Washington,United States,Washington DC,"Washington, Washington DC, United States","George Washington University, New Hampshire Avenue Northwest, Washington, District of Columbia, 20036, USA",38.9044038,-77.04780341
10397,10397, Hartsfield-Jackson Atlanta International,Atlanta,United States,Georgia,"Atlanta, Georgia, United States","Atlanta, Fulton County, Georgia, USA",33.7490987,-84.3901849
12339,12339, Indianapolis International,Indianapolis,United States,Indiana,"Indianapolis, Indiana, United States","Indianapolis, Marion County, Indiana, 46204, USA",39.7683331,-86.1583502
12264,12264, Washington Dulles International,Washington,United States,Washington DC,"Washington, Washington DC, United States","George Washington University, New Hampshire Avenue Northwest, Washington, District of Columbia, 20036, USA",38.9044038,-77.04780341
14492,14492, Raleigh-Durham International,Raleigh/Durham,United States,North Carolina,"Raleigh/Durham, North Carolina, United States","Raleigh Road, Eastwood Park, Durham County, North Carolina, 27516, USA",35.9147625,-78.9786257
14122,14122, Pittsburgh International,Pittsburgh,United States,Pennsylvania,"Pittsburgh, Pennsylvania, United States","PGH, Allegheny County, Pennsylvania, USA",40.4416941,-79.9900861
13495,13495, Louis Armstrong New Orleans International,New Orleans,United States,Louisiana,"New Orleans, Louisiana, United States","New Orleans, Orleans Parish, Louisiana, USA",29.9499323,-90.0701156
11433,11433, Detroit Metro Wayne County,Detroit,United States,Michigan,"Detroit, Michigan, United States","Detroit, Wayne County, Michigan, USA",42.3315509,-83.0466403
10821,10821, Baltimore/Washington International Thurgood Marshall,Baltimore,United States,Maryland,"Baltimore, Maryland, United States","Baltimore, Maryland, 21203, USA",39.2908816,-76.610759
15027,15027, Henry E. Rohlsen,Christiansted,United States,Virgin Islands,"Christiansted, Virgin Islands, United States","Christiansted, St. Croix Island, United States Virgin Islands, USA",17.7439481,-64.7079823
11697,11697, Fort Lauderdale-Hollywood International,Fort Lauderdale,United States,Florida,"Fort Lauderdale, Florida, United States","Fort Lauderdale, Broward County, Florida, USA",26.1223084,-80.1433786
14524,14524, Richmond International,Richmond,United States,Virginia,"Richmond, Virginia, United States","Richmond, Richmond City, Virginia, 23298, USA",37.5385087,-77.43428
14307,14307, Theodore Francis Green State,Providence,United States,Rhode Island,"Providence, Rhode Island, United States","Providence, Rhode Island, 02828, USA",41.8677428,-71.5814834
10792,10792, Buffalo Niagara International,Buffalo,United States,New York,"Buffalo, New York, United States","Buffalo, Erie County, New York, USA",42.8867166,-78.8783922
12323,12323, Wilmington International,Wilmington,United States,North Carolina,"Wilmington, North Carolina, United States","Wilmington, New Hanover County, North Carolina, USA",34.2257282,-77.9447107
15096,15096, Syracuse Hancock International,Syracuse,United States,New York,"Syracuse, New York, United States","Syracuse, Onondaga County, New York, USA",43.0481221,-76.1474244
10994,10994, Charleston AFB/International,Charleston,United States,South Carolina,"Charleston, South Carolina, United States","Charleston, Charleston County, South Carolina, USA",32.7876012,-79.9402728
11995,11995, Piedmont Triad International,Greensboro/High Point,United States,North Carolina,"Greensboro/High Point, North Carolina, United States","Greensboro Road, High Point, Guilford County, North Carolina, 27260, USA",35.9828707,-79.9737165
13230,13230, Harrisburg International,Harrisburg,United States,Pennsylvania,"Harrisburg, Pennsylvania, United States","Harrisburg, Dauphin County, Pennsylvania, USA",40.2663107,-76.8861122
13502,13502, Montrose Regional,Montrose/Delta,United States,Colorado,"Montrose/Delta, Colorado, United States","Montrose and Delta Canal, Montrose County, Colorado, 81403, USA",38.4090677,-107.8700766
14908,14908, John Wayne Airport-Orange County,Santa Ana,United States,California,"Santa Ana, California, United States","Santa Ana, Orange County, California, USA",33.7494951,-117.8732213
10713,10713, Boise Air Terminal,Boise,United States,Idaho,"Boise, Idaho, United States","Boise, Ada County, Idaho, 83702, USA",43.61656,-116.200835
12441,12441, Jackson Hole,Jackson,United States,Wyoming,"Jackson, Wyoming, United States","Jackson, Teton County, Wyoming, USA",43.479965,-110.761815
11996,11996, Greenville-Spartanburg International,Greer,United States,South Carolina,"Greer, South Carolina, United States","Greer, Greenville County, South Carolina, USA",34.9381361,-82.2272119
15624,15624, Eglin AFB Destin Fort Walton Beach,Valparaiso,United States,Florida,"Valparaiso, Florida, United States","Valparaiso, Okaloosa County, Florida, 32580, USA",30.5085309,-86.5027282
10849,10849, Bozeman Yellowstone International,Bozeman,United States,Montana,"Bozeman, Montana, United States","Bozeman, Gallatin County, Montana, USA",45.679984,-111.044675
15919,15919, Northwest Arkansas Regional,Fayetteville,United States,Arkansas,"Fayetteville, Arkansas, United States","Fayetteville, Washington County, Arkansas, USA",36.0625843,-94.1574328
11193,11193, Cincinnati/Northern Kentucky International,Cincinnati,United States,Ohio,"Cincinnati, Ohio, United States","Cincinnati, Hamilton County, Ohio, USA",39.1014537,-84.5124602
14986,14986, Sarasota/Bradenton International,Sarasota/Bradenton,United States,Florida,"Sarasota/Bradenton, Florida, United States","Sarasota-Bradenton International Airport, 6000, Airport Circle, Sarasota, Sarasota County, Florida, 34243, USA",27.39598835,-82.55407423
12197,12197, Westchester County,White Plains,United States,New York,"White Plains, New York, United States","White Plains, Westchester County, New York, USA",41.0339862,-73.7629097
11259,11259, Dallas Love Field,Dallas,United States,Texas,"Dallas, Texas, United States","Dallas, Dallas County, Texas, USA",32.7762719,-96.7968559
11648,11648, Glacier Park International,Kalispell,United States,Montana,"Kalispell, Montana, United States","Kalispell, Flathead County, Montana, 59901, USA",48.2022563,-114.3167117
13485,13485, Dane County Regional-Truax Field,Madison,United States,Wisconsin,"Madison, Wisconsin, United States","Madison, Dane County, Wisconsin, USA",43.074761,-89.3837613
11986,11986, Gerald R. Ford International,Grand Rapids,United States,Michigan,"Grand Rapids, Michigan, United States","Grand Rapids, Kent County, Michigan, USA",42.9632405,-85.6678639
10874,10874, Akron-Canton Regional,Akron,United States,Ohio,"Akron, Ohio, United States","Akron, Summit County, Ohio, USA",41.083064,-81.518485
15412,15412, McGhee Tyson,Knoxville,United States,Tennessee,"Knoxville, Tennessee, United States","Knoxville, Knox County, Tennessee, USA",35.9603948,-83.9210261
12945,12945, Blue Grass,Lexington,United States,Kentucky,"Lexington, Kentucky, United States","Lexington, Fayette County, Kentucky, 40508, USA",38.0464066,-84.4970393
10781,10781, Baton Rouge Metropolitan/Ryan Field,Baton Rouge,United States,Louisiana,"Baton Rouge, Louisiana, United States","Baton Rouge, East Baton Rouge Parish, Louisiana, USA",30.4459596,-91.18738
12448,12448, Jackson Medgar Wiley Evers International,Jackson/Vicksburg,United States,Mississippi,"Jackson/Vicksburg, Mississippi, United States","Jackson Street, Vicksburg, Warren County, Mississippi, 39183, USA",32.3528708,-90.8804876
12951,12951, Lafayette Regional Paul Fournet Field,Lafayette,United States,Louisiana,"Lafayette, Louisiana, United States","Lafayette, Lafayette Parish, Louisiana, USA",30.2240897,-92.0198427
10868,10868, Columbia Metropolitan,Columbia,United States,South Carolina,"Columbia, South Carolina, United States","Columbia, Richland County, South Carolina, USA",34.0007493,-81.0343313
12992,12992, Bill and Hillary Clinton Nat Adams Field,Little Rock,United States,Arkansas,"Little Rock, Arkansas, United States","Little Rock, Arkansas, USA",34.7464809,-92.2895948
12217,12217, Huntsville International-Carl T Jones Field,Huntsville,United States,Alabama,"Huntsville, Alabama, United States","Huntsville, Madison County, Alabama, USA",34.729847,-86.5859011
11973,11973, Gulfport-Biloxi International,Gulfport/Biloxi,United States,Mississippi,"Gulfport/Biloxi, Mississippi, United States","Gulfport-Biloxi International Airport, Hangar Street, Gulfport, Harrison County, Mississippi, 39502, USA",30.40711375,-89.07143302
10135,10135, Lehigh Valley International,Allentown/Bethlehem/Easton,United States,Pennsylvania,"Allentown/Bethlehem/Easton, Pennsylvania, United States","Lehigh Valley International Airport, Hayden Circle, Hanover Township, Lehigh County, Pennsylvania, 18109, USA",40.6511631,-75.44225387
14783,14783, Springfield-Branson National,Springfield,United States,Montana,"Springfield, Montana, United States","Springfield Drive, Helena, Lewis and Clark County, Montana, 59601, USA",46.6204388,-112.0430928
10408,10408, Appleton International,Appleton,United States,Wisconsin,"Appleton, Wisconsin, United States","Appleton, Outagamie County, Wisconsin, USA",44.2611337,-88.4067604
10208,10208, Augusta Regional at Bush Field,Augusta,United States,Georgia,"Augusta, Georgia, United States","Augusta, Richmond County, Georgia, 30901, USA",33.4709714,-81.9748429
10685,10685, Central Illinois Regional,Bloomington/Normal,United States,Illinois,"Bloomington/Normal, Illinois, United States","Central Illinois Regional Airport at Bloomington-Normal, East Oakland Avenue, Bloomington, McLean County, Illinois, 61704, USA",40.4770216,-88.91312176
14574,14574, Roanoke Blacksburg Regional Woodrum Field,Roanoke,United States,Virginia,"Roanoke, Virginia, United States","Roanoke, Virginia, USA",37.274532,-79.96020968
11146,11146, Yeager,Charleston/Dunbar,United States,West Virginia,"Charleston/Dunbar, West Virginia, United States","Dunbar/South Charleston Bridge, Dunbar, Kanawha County, West Virginia, 25064, USA",38.3616659,-81.7207214
10990,10990, Charlottesville Albemarle,Charlottesville,United States,Virginia,"Charlottesville, Virginia, United States","Charlottesville, Virginia, USA",38.029306,-78.4766781
10434,10434, Wilkes Barre Scranton International,Scranton/Wilkes-Barre,United States,Pennsylvania,"Scranton/Wilkes-Barre, Pennsylvania, United States","Wilkes-Barre/Scranton International Airport, 100, Pennsylvania Turnpike Northeast Extension, Dupont, Lackawanna County, Pennsylvania, 18641, USA",41.33713525,-75.72254906
10627,10627, Bismarck Municipal,Bismarck/Mandan,United States,North Dakota,"Bismarck/Mandan, North Dakota, United States","KLXX-AM (Bismarck - Mandan), Memorial Highway, Mandan, Morton County, North Dakota, 58504, USA",46.8101709,-100.8363564
14489,14489, Roberts Field,Bend/Redmond,United States,Oregon,"Bend/Redmond, Oregon, United States","Redmond-Bend Juniper State Park, Deschutes County, Oregon, USA",44.2165084,-121.2150324
10372,10372, Aspen Pitkin County Sardy Field,Aspen,United States,Colorado,"Aspen, Colorado, United States","Aspen, Pitkin County, Colorado, USA",39.1911128,-106.8235606
15389,15389, Joslin Field - Magic Valley Regional,Twin Falls,United States,Idaho,"Twin Falls, Idaho, United States","Twin Falls, Twin Falls County, Idaho, 83301, USA",42.5704219,-114.4603171
11413,11413, Durango La Plata County,Durango,United States,Colorado,"Durango, Colorado, United States","Durango, La Plata County, Colorado, USA",37.27242475,-107.8829032
14698,14698, San Luis County Regional,San Luis Obispo,United States,California,"San Luis Obispo, California, United States","San Luis Obispo, San Luis Obispo County, California, USA",35.2827525,-120.6596156
10157,10157, California Redwood Coast Humboldt County,Arcata/Eureka,United States,California,"Arcata/Eureka, California, United States","Myrtle Avenue, Eureka, Humboldt County, California, 95501, USA",40.800935,-124.150336
13388,13388, Mammoth Lakes Airport,Mammoth Lakes,United States,California,"Mammoth Lakes, California, United States","Mammoth Lakes, Mono County, California, USA",37.6268015,-118.84675
15023,15023, Charles M. Schulz - Sonoma County,Santa Rosa,United States,California,"Santa Rosa, California, United States","Santa Rosa, Sonoma County, California, USA",38.4404675,-122.7144314
10666,10666, Bellingham International,Bellingham,United States,Washington,"Bellingham, Washington, United States","Bellingham, Whatcom County, Washington, USA",48.7544012,-122.4788361
13158,13158, Midland International Air and Space Port,Midland/Odessa,United States,Texas,"Midland/Odessa, Texas, United States","Midland County High Point, Midland County, Texas, USA",31.9631269,-102.2865669
16218,16218, Yuma MCAS/Yuma International,Yuma,United States,Arizona,"Yuma, Arizona, United States","Yuma, Yuma County, Arizona, 85364, USA",32.7253249,-114.624397
13241,13241, Key Field,Meridian,United States,Mississippi,"Meridian, Mississippi, United States","Meridian, Lauderdale County, Mississippi, USA",32.3643098,-88.703656
11122,11122, Casper/Natrona County International,Casper,United States,Wyoming,"Casper, Wyoming, United States","Casper, Natrona County, Wyoming, USA",42.866632,-106.313081
13127,13127, Lewiston Nez Perce County,Lewiston,United States,Idaho,"Lewiston, Idaho, United States","Lewiston, Nez Perce County, Idaho, 83501, USA",46.4165506,-117.0176569
13367,13367, Quad City International,Moline,United States,Illinois,"Moline, Illinois, United States","Moline, Rock Island County, Illinois, 61265, USA",41.5067003,-90.5151342
